Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,YearsSinceCreation,Ratio_Likes,Ratio_Dislikes
2 Player Monkey Obby,Certified Monkey Business,All Ages,371,123794,39200000.0,0,0,2024-05-18,2024-07-17,22,Obby & Platformer,27000.0,5396.0,0,0.8334362266946537,0.16656377330534633
[🎃] Super League Soccer,Play! Football,All Ages,6660,459874,605200000.0,0,0,2023-01-17,2024-11-08,14,Sports & Racing,221000.0,47000.0,1,0.8246268656716418,0.17537313432835822
[🎃] untitled boxing game🥊,drowningsome,Ages 9+,5626,795316,679400000.0,0,0,2023-06-02,2024-11-11,20,Sports & Racing,745000.0,120000.0,1,0.861271676300578,0.138728323699422
Anime Racing Clicker 🍜,Clicker House,All Ages,203,159465,105800000.0,0,0,2022-08-26,2024-10-21,18,Simulation,81000.0,8091.0,2,0.9091827457318921,0.09081725426810794
[🎃Halloween🧻]Skibidi Toilet Battle,Skibidi Toilet Boom Studio,All Ages,1670,794411,68800000.0,0,0,2024-04-16,2024-11-11,25,Strategy,75000.0,3564.0,0,0.9546357110126775,0.045364288987322476
Phantom Forces,StyLiS Studios,Ages 9+,4280,5867938,1600000000.0,0,0,2015-08-31,2024-11-09,32,Shooter,2000000.0,213000.0,9,0.903750564844103,0.09624943515589701
DEXTER: THE ROBLOX GAME (ALPHA TESTING),BunchOfCube's Stuff,Ages 13+,80,28279,1400000.0,0,0,2024-09-24,2024-11-10,1,Simulation,6180.0,610.0,0,0.9101620029455081,0.08983799705449191
[X5🏁]⚡Race Clicker,48h Games,All Ages,2829,1197678,801600000.0,0,0,2022-04-05,2024-11-08,25,Sports & Racing,1000000.0,56000.0,2,0.946969696969697,0.05303030303030298
👑TELANTHRIC EVENT👑 TTD UNITS AND GEMS,xdjdisjs,All Ages,0,38,34400.0,0,0,2024-03-06,2024-03-06,50,Simulation,60.0,126.0,0,0.3225806451612903,0.6774193548387097
Neko Cat Amelia [AI],imnotapolloe,All Ages,0,208,25400.0,0,0,2024-04-22,2024-09-27,1,Simulation,80.0,121.0,0,0.39800995024875624,0.6019900497512438
SCP Games and SCP Monsters,lolbuih,Ages 9+,2154,576782,625000000.0,0,0,2021-08-14,2024-11-07,20,Roleplay & Avatar Sim,92000.0,23000.0,3,0.8,0.19999999999999996
CLUB 63❗,infidialt,All Ages,65,17895,136500.0,0,0,2024-09-02,2024-10-28,50,Simulation,19.0,82.0,0,0.18811881188118812,0.8118811881188119
Last Dawn,Last Dawn Presents,All Ages,151,10641,372400.0,0,0,2024-10-25,2024-11-11,20,Simulation,3037.0,561.0,0,0.8440800444691495,0.15591995553085047
Mega Mansion Tycoon 🌴,Wild Atelier,All Ages,3247,1569682,1100000000.0,0,0,2021-12-24,2024-11-05,6,Simulation,767000.0,41000.0,3,0.9492574257425742,0.05074257425742579
[DOUGLAS!] Military Tycoon ®,InfinityInteractive,Ages 9+,2608,1735529,763300000.0,0,0,2021-07-31,2024-11-10,12,Simulation,1000000.0,101000.0,3,0.9082652134423251,0.09173478655767486
[⚡ Vigilanti + ✨ CODES] Heroes World,Heroes World,All Ages,1682,758211,222200000.0,0,0,2020-04-23,2024-11-11,14,Action,515000.0,26000.0,4,0.9519408502772643,0.04805914972273573
[ENDLESS!] Multiverse Tower Defense!,The ROBO STUDIO,All Ages,21,463,138400.0,0,0,2024-10-22,2024-11-11,15,Simulation,257.0,54.0,0,0.8263665594855305,0.1736334405144695
💪 Ninja Challenge [Beta],Ninja Challenge,All Ages,2050,33161,27400000.0,0,0,2024-08-05,2024-11-11,5,Obby & Platformer,31000.0,4515.0,0,0.8728706180487118,0.1271293819512882
WIGGITY WIGGITY WIGGITY WIGGITY WIGGITY WIGGITY...,bluejohn72,All Ages,0,0,6.0,0,0,2024-04-02,2024-04-02,50,Simulation,1.0,1.0,0,0.5,0.5
[ITADORI + NATSU]🔥 Anime Unlimited,AU:R,Ages 13+,68,219749,54700000.0,0,0,2022-06-07,2024-11-05,12,Action,140000.0,29000.0,2,0.8284023668639053,0.17159763313609466
Sprunki Incredibox 3D RP,Hirarez,All Ages,1505,6011,2400000.0,0,0,2024-10-19,2024-11-09,30,Simulation,893.0,249.0,0,0.7819614711033275,0.21803852889667252
[UPDATE 4] Meme Sea,Meme Sea Group,Ages 9+,8338,300961,426400000.0,0,0,2022-07-18,2024-10-17,12,RPG,301000.0,22000.0,2,0.9318885448916409,0.06811145510835914
Human Giraffe,Rdite,All Ages,41,446417,71400000.0,0,0,2019-01-04,2022-12-23,30,Simulation,118000.0,32000.0,3,0.7866666666666666,0.21333333333333337
[UPGRADE] BARRY'S PRISON RUN! (OBBY),PlatinumFalls,All Ages,10395,1200429,2800000000.0,0,0,2022-02-03,2024-11-01,12,Obby & Platformer,279000.0,200000.0,2,0.5824634655532359,0.4175365344467641
[update](96) Find the Hexagons,Hexagon &amp; Miawi Team,All Ages,0,58,8188.0,0,0,2023-06-29,2024-11-02,50,Simulation,23.0,10.0,1,0.696969696969697,0.303030303030303
FORTUNE 777,BASED DEPARTMEΝT,All Ages,0,0,59.0,0,0,2024-04-14,2024-04-14,200,Simulation,3.0,1.0,0,0.75,0.25
ULTRA: Rebirth,Thetalies,All Ages,80,17794,7400000.0,0,0,2022-07-04,2024-11-10,20,Simulation,4568.0,421.0,2,0.9156143515734616,0.0843856484265384
🎃 Tower Defense Simulator 🎃,Paradoxum Games,All Ages,14833,3097116,3600000000.0,0,0,2019-06-05,2024-11-08,30,Strategy,1000000.0,104000.0,5,0.9057971014492754,0.09420289855072461
[ Content Deleted ],chatting app moderators,All Ages,0,5314,2100000.0,0,0,2024-05-12,2024-11-05,16,Simulation,1121.0,586.0,0,0.6567076742823668,0.34329232571763324
a dusty trip [✈️PLANE],Jandel's Road Trip,All Ages,12409,1245885,1100000000.0,0,0,2024-02-16,2024-11-10,25,Adventure,1000000.0,140000.0,0,0.8771929824561403,0.1228070175438597
Color Run,Mega Fun game,All Ages,79,151639,171800000.0,0,0,2021-04-06,2023-10-15,12,Party & Casual,36000.0,59000.0,2,0.37894736842105264,0.6210526315789473
⭐ ZENVO! Car Dealership Tycoon,Foxzie,All Ages,6481,3108016,2000000000.0,0,0,2018-03-27,2024-11-09,15,Simulation,1000000.0,101000.0,6,0.9082652134423251,0.09173478655767486
[ Content Deleted ],Uplift Games - SUPPORT,All Ages,0,15,1908.0,0,0,2024-08-24,2024-11-11,50,Simulation,10.0,11.0,0,0.47619047619047616,0.5238095238095238
 [ BUMBAA  + 16 ] TOD ,OofMayy Studios,All Ages,3775,232977,154000000.0,0,0,2023-01-25,2024-11-10,30,Social,74000.0,6943.0,1,0.9142235894394821,0.08577641056051788
[☢️] Arsenal,ROLVe,Ages 9+,6887,11176213,5600000000.0,0,0,2015-08-18,2024-11-11,16,Shooter,4000000.0,623000.0,9,0.8652390222799048,0.1347609777200952
💪Muscle Legends,Scriptbloxian Studios,Ages 9+,5763,2355543,1800000000.0,0,0,2019-08-09,2024-07-12,20,Simulation,904000.0,131000.0,5,0.8734299516908213,0.12657004830917873
Banana Eats 🌈,RyCitrus,Ages 9+,1365,1793721,693800000.0,0,0,2019-11-23,2024-11-10,10,Survival,429000.0,56000.0,5,0.8845360824742268,0.11546391752577323
💰 Bandit Mansion Tycoon ,HIUH,Ages 9+,0,7828,3600000.0,0,0,2022-11-04,2024-10-06,6,Simulation,1789.0,764.0,2,0.7007442224833529,0.2992557775166471
Ez Obby But You Get Kicked If You Die!,Zaviuz,All Ages,4,38894,31700000.0,0,0,2022-01-16,2024-07-14,30,Obby & Platformer,16000.0,17000.0,2,0.48484848484848486,0.5151515151515151
Onett - SSBM,PrincessxPeqchx,All Ages,0,1,44.0,0,0,2024-10-21,2024-10-30,50,Simulation,1.0,1.0,0,0.5,0.5
Berry Avenue 🏠 RP,Amberry Games,All Ages,64699,2332516,4500000000.0,0,0,2022-01-08,2024-11-09,30,Roleplay & Avatar Sim,692000.0,100000.0,2,0.8737373737373737,0.1262626262626263
Moonbase Tycoon,ExppaIt,All Ages,0,3,75.0,0,0,2023-04-15,2024-03-28,2,Simulation,3.0,0.0,1,1.0,0.0
🤖 Robot Inc.,Ninja Dolphin Games,Ages 9+,25,235396,34100000.0,0,0,2019-09-19,2023-10-19,8,Simulation,43000.0,11000.0,4,0.7962962962962963,0.20370370370370372
Bloxy Bingo,Bloxy Bingo,All Ages,3492,979057,303500000.0,0,0,2020-06-28,2024-11-03,80,Party & Casual,247000.0,47000.0,4,0.8401360544217688,0.15986394557823125
Ro-Bio Virus Injection,Saiyco,Ages 9+,363,14095,3000000.0,0,0,2023-08-16,2024-11-10,12,Simulation,2265.0,508.0,1,0.8168049044356293,0.18319509556437075
Pandemonium Practice,rapandsam,All Ages,46,2126,197100.0,0,0,2024-09-01,2024-11-10,30,Simulation,704.0,221.0,0,0.7610810810810811,0.23891891891891892
wolfpaq,Mateusao113,All Ages,0,5,336.0,0,0,2024-10-20,2024-11-09,50,Simulation,10.0,1.0,0,0.9090909090909091,0.09090909090909094
[👔OUTFITS] Chillz's Murder Mystery 2,zun's MM2,All Ages,23,77883,390200.0,0,0,2024-08-04,2024-08-04,12,Simulation,207.0,99.0,0,0.6764705882352942,0.32352941176470584
🌊Tsunami Disaster Survival🌊,Playtad,All Ages,923,159146,266000000.0,0,0,2022-02-17,2024-06-29,40,Survival,26000.0,15000.0,2,0.6341463414634146,0.36585365853658536
Pirate Tycoon [ALPHA],ItsMuneeeb,All Ages,0,298,34700.0,0,0,2021-03-18,2024-01-01,16,Simulation,213.0,36.0,3,0.8554216867469879,0.14457831325301207
D-DAY,Vision Works,Ages 9+,251,631866,124100000.0,0,0,2017-07-06,2024-11-03,50,Action,217000.0,54000.0,7,0.8007380073800738,0.19926199261992616
SCP-734 The Forgor Baby,Chookster0000,All Ages,0,0,102.0,0,0,2024-01-27,2024-01-28,10,Simulation,1.0,0.0,0,1.0,0.0
[🚨CODES] Ham's MM2,Vicious Beast MM2 Studios,All Ages,56,17828,112200.0,0,0,2024-10-30,2024-11-10,12,Simulation,45.0,13.0,0,0.7758620689655172,0.22413793103448276
Limitless Airline Manager - [V.0.1.11],Extant Notion Entertainment,All Ages,29,25708,3300000.0,0,0,2022-02-26,2024-10-31,1,Simulation,8766.0,1463.0,2,0.8569752663994525,0.14302473360054746
Poppy Playtime GrabPack Test [Flare Gun🔥],kara4ik0294,All Ages,9,2209,1300000.0,0,0,2024-02-10,2024-11-06,5,Simulation,687.0,495.0,0,0.5812182741116751,0.41878172588832485
[🎄RED ONE] Anime Defenders,Small World Games x Anime Defenders,All Ages,56861,688416,3100000000.0,0,0,2024-04-05,2024-11-10,30,Strategy,1000000.0,61000.0,0,0.942507068803016,0.057492931196983954
Dress To Impress 💜,Dress To Impress Group,All Ages,218792,3356347,4200000000.0,0,0,2023-10-18,2024-11-11,13,Roleplay & Avatar Sim,2000000.0,200000.0,1,0.9090909090909091,0.09090909090909094
DENSITY,Melanak_84,All Ages,0,0,13.0,0,0,2024-03-03,2024-03-22,50,Simulation,0.0,0.0,0,,
Nuke's Digital Circus Roleplay 🎪,Nuke's Games,All Ages,4,16848,1000000.0,0,0,2023-10-29,2024-08-31,25,Roleplay & Avatar Sim,201.0,132.0,1,0.6036036036036037,0.39639639639639634
DA SLYCE [NEW] ,TILOG GAMES,All Ages,0,0,473.0,0,0,2024-10-31,2024-11-04,35,Simulation,5.0,5.0,0,0.5,0.5
Every Second You Get Older [🎃HALLOWEEN🎃],Children Falling Inc,All Ages,239,92578,87800000.0,0,0,2023-02-05,2024-11-02,20,Simulation,17000.0,9154.0,1,0.6499961764930795,0.3500038235069205
Super Bagel 47,urgrandmother436,All Ages,366,24481,1300000.0,0,0,2024-09-01,2024-11-11,80,Simulation,9450.0,667.0,0,0.9340713650291589,0.06592863497084112
Leika Obby Land [Fun Play Game],Leika Management Studio,All Ages,80,423,322400.0,0,0,2024-10-29,2024-11-10,50,Simulation,63.0,18.0,0,0.7777777777777778,0.2222222222222222
🎃 Creatures of Sonaria 🖤 Survive Kaiju Animals,Sonar Studios,Ages 9+,21032,3789175,1000000000.0,0,0,2020-06-26,2024-11-11,75,Roleplay & Avatar Sim,718000.0,73000.0,4,0.9077117572692794,0.09228824273072056
Break In (Story),Cracky4,All Ages,4257,3864521,2500000000.0,0,0,2019-09-10,2023-10-09,45,Adventure,1000000.0,108000.0,4,0.9025270758122743,0.09747292418772568
Arm Wrestle Simulator,Kubo Games,All Ages,8028,901527,1000000000.0,0,0,2023-04-15,2024-11-10,9,Simulation,1000000.0,58000.0,1,0.945179584120983,0.05482041587901698
🎃 DOORS 👁️,LSPLASH,All Ages,18201,6729763,5800000000.0,0,0,2021-03-14,2024-11-04,40,Survival,3000000.0,292000.0,3,0.9113001215066828,0.08869987849331717
Fantasy Lyte,LS Realm,All Ages,0,4,179.0,0,0,2024-02-13,2024-10-09,14,Simulation,5.0,0.0,0,1.0,0.0
FREE FAKE HEADLESS THIS 2025 (secret game),NoobPh_real,All Ages,5,179,126900.0,0,0,2024-05-28,2024-07-25,15,Simulation,104.0,377.0,0,0.21621621621621623,0.7837837837837838
🎃 RIVALS,Nosniy Games,Ages 9+,47021,14440619,1400000000.0,0,0,2024-05-27,2024-10-31,40,Shooter,2000000.0,127000.0,0,0.9402914903620122,0.059708509637987794
Infectious Smile,laughablehaha,Ages 9+,3728,1941331,976700000.0,0,0,2020-11-22,2024-11-09,35,Survival,529000.0,143000.0,4,0.7872023809523809,0.21279761904761907
ZOONOMALY CHAPTER 5 *OFFICIAL* (FANMADE),AnomalyDev2000,All Ages,1,78010,292500.0,0,0,2024-06-22,2024-10-03,50,Simulation,18.0,26.0,0,0.4090909090909091,0.5909090909090908
Blush Canyon (For Obby King),conormasters,All Ages,253,149506,123900000.0,0,0,2019-05-26,2023-12-29,20,Obby & Platformer,16000.0,18000.0,4,0.47058823529411764,0.5294117647058824
Bulked Up [HALLOWEEN],mPhase,Ages 9+,852,2573061,415400000.0,0,0,2021-05-22,2024-10-24,10,Simulation,245000.0,33000.0,3,0.8812949640287769,0.11870503597122306
Weird Interesting Game 🥺,Sigma_baconl4,All Ages,167,78933,2500000.0,0,0,2024-08-14,2024-11-08,50,Simulation,73000.0,38000.0,0,0.6576576576576577,0.3423423423423423
Emergency Hamburg,Emergency Hamburg,Ages 9+,3245,528317,456100000.0,0,0,2021-10-12,2024-11-07,42,Roleplay & Avatar Sim,212000.0,39000.0,3,0.8446215139442231,0.15537848605577687
🚪Sprunki in Area 51 🔦,Existe uma Ideia,Ages 13+,69,190,248800.0,0,0,2024-10-15,2024-10-16,20,Simulation,23.0,24.0,0,0.48936170212765956,0.5106382978723405
Five Nights TD [ENDLESS],Hyper TD,All Ages,20786,245145,427900000.0,0,0,2024-01-03,2024-11-11,20,Strategy,218000.0,16000.0,0,0.9316239316239316,0.06837606837606836
[W51] Obby But You’re On a Bike,FORTUNE 777,All Ages,4740,5799880,1400000000.0,0,0,2023-07-25,2024-11-09,20,Obby & Platformer,778000.0,237000.0,1,0.7665024630541872,0.23349753694581277
Survive a plane crash!,DOLLYNHO_CR4FTYT,All Ages,145,9664,4900000.0,0,0,2021-09-21,2024-11-11,20,Survival,2716.0,1632.0,3,0.624655013799448,0.375344986200552
3008 [2.73],uglyburger0,All Ages,13814,4849308,2300000000.0,0,0,2019-01-20,2024-11-02,16,Survival,1000000.0,153000.0,5,0.8673026886383348,0.13269731136166518
Gunfight Arena,Gunfight Studio,Ages 9+,6162,1132573,529299999.99999994,0,0,2023-08-21,2024-11-07,20,Shooter,446000.0,59000.0,1,0.8831683168316832,0.11683168316831682
Guts &amp; Blackpowder,Guts &amp; Blackpowder,Ages 13+,4597,591523,165700000.0,0,0,2023-01-31,2024-11-06,20,Shooter,233000.0,14000.0,1,0.9433198380566802,0.05668016194331982
Gym League 🎃 [TRADE],1v2 Studios,All Ages,9218,3787792,390000000.0,0,0,2024-05-11,2024-11-10,8,Simulation,975000.0,25000.0,0,0.975,0.025000000000000022
Gym Star Simulator[PIRATE UPD🏴‍☠️💪],Gym Simulator Club,All Ages,4213,272839,58900000.0,0,0,2024-08-20,2024-11-08,12,Simulation,57000.0,3704.0,0,0.9389826041117554,0.06101739588824462
Teamwork Puzzles 2 (Obby),Pear Pressure,All Ages,4470,14266417,719600000.0,0,0,2023-02-28,2024-11-11,22,Obby & Platformer,634000.0,46000.0,1,0.9323529411764706,0.0676470588235294
Jailbreak 🍁,Badimo,All Ages,13451,18282096,7100000000.0,0,0,2017-01-07,2024-10-23,28,Action,5000000.0,771000.0,7,0.8664009703690868,0.1335990296309132
[UPDATE 1] Project: Afternight,Project: AE,All Ages,1133,99852,15900000.0,0,0,2023-04-08,2024-11-10,30,Action,41000.0,4147.0,1,0.9081445057257403,0.09185549427425965
[ Content Deleted ],NushDespreCe,All Ages,0,3192,660800.0,0,0,2024-10-30,2024-11-10,13,Simulation,948.0,121.0,0,0.8868101028999065,0.11318989710009353
Destroy The Warner Bros. Water Tower!,kaciechAltAC3,All Ages,0,10,5027.0,0,0,2024-10-20,2024-11-03,1,Simulation,3.0,1.0,0,0.75,0.25
[UPDATE!] Speed Draw!,Studio Giraffe,All Ages,9684,1501272,1200000000.0,0,0,2021-07-10,2024-11-09,8,Party & Casual,378000.0,56000.0,3,0.8709677419354839,0.12903225806451613
Cinnamon ~,tokaypk4,All Ages,0,17,1045.0,0,0,2023-05-30,2023-08-19,50,Simulation,4.0,0.0,0,1.0,0.0
 [RETURN] Z O th Century Fox History,Windowsfan2006,All Ages,3,442,422200.0,0,0,2021-03-01,2022-09-18,50,Simulation,92.0,36.0,1,0.71875,0.28125
LOCOfficial!,Rawblocky,All Ages,3189,836487,206300000.0,0,0,2022-01-18,2024-10-25,50,Strategy,212000.0,29000.0,2,0.8796680497925311,0.1203319502074689
❤️ Boys and Girls Hangout Club RP! ❤️,TheOfficiaITeddy,All Ages,1071,2245281,66200000.0,0,0,2022-10-18,2024-11-09,50,Social,21000.0,17000.0,2,0.5526315789473685,0.4473684210526315
⭐RBC 25',Roblox Brasil Celeb,All Ages,0,73,11600.0,0,0,2024-04-28,2024-11-09,25,Simulation,63.0,5.0,0,0.9264705882352942,0.07352941176470584
Nikilis,bugaiarsenij,All Ages,0,22,2619.0,0,0,2020-03-15,2020-04-18,10,Simulation,13.0,24.0,0,0.35135135135135137,0.6486486486486487
Emergency Response: Liberty County,Police Roleplay Community,Ages 9+,8019,2493490,1000000000.0,0,0,2018-11-01,2024-11-11,40,Roleplay & Avatar Sim,963000.0,93000.0,6,0.9119318181818182,0.08806818181818177
Become Forklift Certified Obby!,Appalling Games,All Ages,266,138995,32900000.0,0,0,2023-04-08,2024-10-29,30,Obby & Platformer,25000.0,38000.0,1,0.3968253968253968,0.6031746031746033
Who Killed Stickmasterluke? *Easy Obby!*,crazyray32,All Ages,0,333,12300.0,0,0,2011-06-22,2020-02-25,30,Simulation,104.0,79.0,9,0.5683060109289617,0.4316939890710383
ESCAPE FROM THE OFFICE WILDBERRIES [🍇],ThisSee,All Ages,0,31,86900.0,0,0,2023-05-30,2023-11-23,15,Simulation,12.0,29.0,0,0.2926829268292683,0.7073170731707317
Funniest game on roblox,mighty2karoleks,All Ages,5,924,1100000.0,0,0,2024-06-19,2024-11-06,1,Simulation,457.0,249.0,0,0.6473087818696884,0.35269121813031157
Cazeby Project  Edit,Innovatement,All Ages,0,0,1.0,0,0,2024-09-23,2024-11-05,50,Simulation,0.0,0.0,0,,
Garden Defense!🧟‍♂️,TD Creation,All Ages,1735,481906,24800000.0,0,0,2024-09-04,2024-11-10,22,Simulation,12000.0,3581.0,0,0.7701687953276426,0.2298312046723574
PETS GO! ✨,BIG Games Pets,All Ages,152119,236953,259899999.99999997,0,0,2024-08-11,2024-11-11,8,Simulation,337000.0,27000.0,0,0.9258241758241759,0.07417582417582413
People Gumball Machine (NEW),SoundTrackZack,All Ages,162,438,1200000.0,0,0,2024-06-21,2024-10-16,20,Simulation,91.0,56.0,0,0.6190476190476191,0.38095238095238093
[🎉UPD] Easy Size Obby,Classic Obby,All Ages,860,4555139,31200000.0,0,0,2023-08-06,2024-11-09,25,Obby & Platformer,2337.0,1031.0,1,0.6938836104513064,0.3061163895486936
Royale❄️High,callmehbob,All Ages,11295,13224183,10000000000.0,0,0,2017-04-10,2024-11-11,16,Roleplay & Avatar Sim,3000000.0,490000.0,7,0.8595988538681948,0.1404011461318052
Iron Man: Legion BETA,Galactic lndustries,All Ages,18,59325,734100.0,0,0,2024-09-18,2024-11-06,30,Action,222.0,141.0,0,0.6115702479338843,0.38842975206611574
[🚲] Bike 244 🔥,Brasil 244,All Ages,60,242,537800.0,0,0,2024-08-26,2024-11-05,50,Simulation,31.0,13.0,0,0.7045454545454546,0.2954545454545454
Redcliff City 🏡RP,Redcliff City RP,All Ages,4032,804128,838500000.0,0,0,2021-12-27,2024-11-10,24,Roleplay & Avatar Sim,177000.0,26000.0,3,0.8719211822660099,0.1280788177339901
Axolotls Gone Wrong! [Beta],w0w8D,All Ages,0,505,43400.0,0,0,2021-07-06,2023-08-21,50,Simulation,282.0,75.0,2,0.7899159663865546,0.2100840336134454
[ Content Deleted ],RC_Upload1,All Ages,0,2450,316900.0,0,0,2024-11-03,2024-11-10,1,Simulation,875.0,46.0,0,0.9500542888165038,0.04994571118349622
Shindo Life [239],RELL World,Ages 9+,11314,2941659,2400000000.0,0,0,2020-01-21,2024-11-08,5,RPG,2000000.0,139000.0,4,0.9350163627863488,0.06498363721365119
Voxels,Voxelized,All Ages,1154,40339,935800.0,0,0,2021-03-06,2024-11-10,14,Simulation,1686.0,307.0,3,0.845960863020572,0.15403913697942795
Strucid,Frosted Studio,Ages 9+,136,2130744,518100000.0,0,0,2018-09-19,2024-11-03,22,Shooter,672000.0,138000.0,6,0.8296296296296296,0.1703703703703704
[RP] Camp Half-Blood [SEASONS + FRAMEWORK],Trite Roleplay,All Ages,56,664,19300.0,0,0,2024-10-30,2024-11-10,90,Simulation,183.0,15.0,0,0.9242424242424242,0.0757575757575758
MMV,MMV Gamеs,All Ages,2400,237998,5000000.0,0,0,2024-11-02,2024-11-06,12,Simulation,3119.0,411.0,0,0.8835694050991502,0.11643059490084984
Natural Disaster Survival,Stickmasterluke,All Ages,9840,10632625,3100000000.0,0,0,2008-03-29,2024-11-05,30,Survival,3000000.0,383000.0,16,0.8867868755542418,0.11321312444575815
Swim League [New Trainers🎃],Swim Race Champion,All Ages,4734,916225,36800000.0,0,0,2024-08-27,2024-11-08,10,Simulation,67000.0,3477.0,0,0.9506647558778041,0.04933524412219592
Short Creepy Horror Stories [no gore and blood],kharbor_ykt,All Ages,1446,7063,1100000.0,0,0,2024-10-24,2024-11-03,30,Simulation,623.0,103.0,0,0.8581267217630854,0.14187327823691465
Roblox Innovation Awards Voting Hub,Roblox Presents,All Ages,139,267922,90600000.0,0,0,2022-04-16,2024-08-08,40,Entertainment,110000.0,9269.0,2,0.9222849189646932,0.07771508103530678
yielding arts,ssfderffd,All Ages,0,3,408.0,0,0,2024-06-09,2024-06-09,50,Simulation,2.0,3.0,0,0.4,0.6
[DEVIL] Liar's Club,glaceon pokemon card,Ages 9+,2933,24032,3300000.0,0,0,2024-10-24,2024-11-11,50,Simulation,2324.0,523.0,0,0.8162978573937478,0.18370214260625217
Stat Maxxers Simulator,DSCreations,All Ages,14,2236,607500.0,0,0,2024-03-08,2024-11-11,25,Simulation,1058.0,481.0,0,0.6874593892137751,0.31254061078622486
Rainbow Friends,Roy &amp; Charcle,All Ages,6643,3200527,3700000000.0,0,0,2021-11-14,2024-05-22,50,Adventure,1000000.0,278000.0,3,0.7824726134585289,0.21752738654147108
RetroStudio 🔨,Retro Dev,All Ages,293,387333,95000000.0,0,0,2020-10-19,2024-11-11,1,Simulation,127000.0,8009.0,4,0.9406780288721492,0.05932197112785076
TYPE://SOUL [NEW UPD],Type Soul,Ages 13+,3943,363469,511500000.0,0,0,2023-07-15,2024-11-11,1,RPG,257000.0,63000.0,1,0.803125,0.19687500000000002
Become a GENIUS! 🧠📝,Slime Time Studios,All Ages,0,22934,105800.0,0,0,2024-05-21,2024-07-08,20,Simulation,82.0,30.0,0,0.7321428571428571,0.2678571428571429
Springlock Suit's Testing,pawlooz,Ages 13+,4,15012,3200000.0,0,0,2023-09-27,2024-03-28,20,Simulation,3876.0,2176.0,1,0.6404494382022472,0.3595505617977528
draw things and turn into them 🖌️[tools!] ,elc.,All Ages,357,92815,80500000.0,0,0,2023-02-04,2024-09-13,16,Party & Casual,11000.0,5559.0,1,0.6642913219397306,0.3357086780602694
[UPD] Blade Ball,Wiggity.,Ages 9+,24725,10046842,4500000000.0,0,0,2023-06-17,2024-11-11,16,Action,6000000.0,448000.0,1,0.9305210918114144,0.0694789081885856
KJ Testing Unlimited Flex Works!  Five seasons,Elpro77072,All Ages,1,2,5648.0,0,0,2024-10-04,2024-10-05,50,Simulation,11.0,1.0,0,0.9166666666666666,0.08333333333333337
Warrior Cats: Ultimate Edition,WarriorCatsRP,All Ages,5427,1219054,547500000.0,0,0,2019-08-16,2024-11-04,60,Roleplay & Avatar Sim,393000.0,29000.0,5,0.9312796208530806,0.06872037914691942
Welcome to Bloxburg,Bloxburg Development,All Ages,24121,13562634,9000000000.0,0,0,2014-11-04,2024-11-05,12,Roleplay & Avatar Sim,5000000.0,714000.0,10,0.8750437521876093,0.12495624781239068
[NEW] Border Defense Tycoon🛡️,| Coffee Bros |,All Ages,327,11908,1200000.0,0,0,2024-03-25,2024-11-07,4,Simulation,15000.0,908.0,0,0.9429218003520241,0.05707819964797589
Best Martial Artist game [Dummy Fixed],Artemnaryzhnyj1235,All Ages,43,175,172500.0,0,0,2024-10-23,2024-11-11,15,Simulation,24.0,24.0,0,0.5,0.5
[New Area] Strongman Simulator,The Gang Stockholm,All Ages,3436,2016522,1400000000.0,0,0,2021-05-04,2024-11-08,10,Simulation,678000.0,53000.0,3,0.9274965800273598,0.0725034199726402
Mini Cities 2 ,DestroyerCam Fan Club,All Ages,346,75774,11500000.0,0,0,2023-12-02,2024-11-07,6,Simulation,28000.0,4068.0,1,0.873144567793439,0.12685543220656104
🔥 BIG Paintball 2!,BIG Games™,All Ages,2313,334729,164600000.0,0,0,2022-06-10,2024-07-30,10,Shooter,246000.0,51000.0,2,0.8282828282828283,0.1717171717171717
[BUG FIXES] Controverse,Caz0gamz_73,All Ages,0,60,31900.0,0,0,2024-08-13,2024-11-10,23,Simulation,29.0,8.0,0,0.7837837837837838,0.21621621621621623
TDS Experimental,Paradoxum Games,All Ages,0,3663,527700.0,0,0,2023-07-20,2024-10-23,50,Simulation,2324.0,240.0,1,0.906396255850234,0.09360374414976602
Project Smash,Project Smash,Ages 9+,2174,326809,162000000.0,0,0,2023-10-17,2024-11-05,16,Action,158000.0,47000.0,1,0.7707317073170732,0.2292682926829268
 ★Make a Cake And Feed the Giant Noob★,thebenster,All Ages,148,419062,72900000.0,0,0,2010-06-04,2024-08-11,20,Simulation,76000.0,13000.0,14,0.8539325842696629,0.1460674157303371
[FPS] Gun Grounds FFA,foolyrex,Ages 9+,1367,55158,51800000.0,0,0,2023-01-13,2024-10-08,13,Shooter,16000.0,5373.0,1,0.7486080568942123,0.2513919431057877
[DISCONTINUED] Low Effort Rooms RP,huskyiscuteTV1234,All Ages,0,723,354900.0,0,0,2023-06-06,2024-07-23,50,Simulation,212.0,26.0,1,0.8907563025210085,0.10924369747899154
🦍 Gorilla,Antiael,Ages 9+,37,299563,40600000.0,0,0,2020-08-14,2022-06-07,14,Survival,141000.0,39000.0,2,0.7833333333333333,0.21666666666666667
